Date,Open,High,Low,Close,Volume
1999-11-01,80.0,80.69,77.37,0.583193425738027,2487300
1999-11-02,78.0,81.69,77.31,0.602953780153011,3564600
1999-11-03,81.62,83.25,81.0,0.612345583582185,2932700
1999-11-04,82.06,85.37,80.62,0.628274082198066,3384700
1999-11-05,84.62,88.37,84.0,0.663512128664329,3721500
1999-11-08,87.75,97.73,86.75,0.724070477175647,8490400
1999-11-09,94.37,94.5,88.0,0.673354738658104,7224800
1999-11-10,88.25,93.25,88.12,0.687029204450982,5159800
1999-11-11,91.59,92.62,89.87,0.693115093073087,2409600
1999-11-12,91.94,92.0,87.37,0.680868181401443,2491600
1999-11-15,89.62,92.87,88.5,0.672002318964303,2320600
1999-11-16,90.0,91.75,88.5,0.685150843765147,2088000
1999-11-17,90.69,94.75,90.0,0.678088207586408,3255100
1999-11-18,91.06,91.12,88.44,0.673354738658104,3257000
1999-11-19,89.5,92.87,88.06,0.694542647194322,2790300
1999-11-22,91.75,91.75,89.25,0.680868181401443,1806800
1999-11-23,91.75,95.25,88.5,0.697322621009357,4851000
1999-11-24,93.0,95.0,91.69,0.711447893366836,1920600
1999-11-26,94.75,95.5,94.12,0.714227867181872,1179200
1999-11-29,94.25,99.75,93.25,0.710471145810202,4144300
1999-11-30,98.12,103.75,97.37,0.735340641290656,7528400
1999-12-01,101.0,104.5,100.06,0.774335409128589,5522900
1999-12-02,103.12,110.62,101.75,0.827906255888601,5065700
1999-12-03,112.19,115.56,111.87,0.864045915484065,5785000
1999-12-06,114.56,117.31,111.44,0.871559358227405,4167700
1999-12-07,116.56,118.0,114.0,0.88515868959285,3973400
1999-12-08,116.25,117.87,109.5,0.826929508331967,3681700
1999-12-09,111.0,111.0,100.87,0.790789848736503,7635700
1999-12-10,105.31,109.25,99.0,0.773884602563989,5694300
1999-12-13,102.39,102.5,98.94,0.74383083159063,4731800
1999-12-14,98.37,99.75,94.75,0.712800313060637,3891700
1999-12-15,93.25,97.25,91.06,0.728803946103951,5562300
1999-12-16,98.0,98.37,94.0,0.738646556097726,4141300
1999-12-17,100.87,102.0,98.5,0.75134427433397,4419700
1999-12-20,99.56,99.62,96.62,0.73631738884729,2535600
